id,mean,median
v37f1105c1,0.3804474974707734,0.37330836057662964
03v37f1084,0.30939627904882994,0.3360407054424286
06v80f2304,,
v47f1348c1,,
03v37f1110,0.33861540266611045,0.3319481611251831
01v01f0001,0.6708734999968397,0.6362813711166382
v37f1110c2,0.33145724888606176,0.3304263651371002
v80f2304c1,,
03v37f1081,0.3932393482269233,0.3720571994781494
v37f1089c1,0.38484085437863375,0.37624606490135193
06v80f2291,,
06v80f2306,,
06v80f2286,,
06v80f2298,,
80f2306 c1,,
06v80f2299,,
05v56f1546,,
04v47f1344,,
03v37f1096,0.3575667835374766,0.3619484007358551
02v18f0547,,
v01f0010c1,0.7050369016585811,0.6379271149635315
02v18f0556,,
04v47f1348,,
06v80f2295,,
01v01f0008,0.634695088205162,0.5600998401641846
03v37f1097,0.3993152313948797,0.38015666604042053
03v37f1095,0.3252910237455573,0.33590811491012573
v18f0546c1,,
v37f1095c1,0.33265280570543165,0.3492824137210846
04v47f1339,,
05v56f1565,,
v37f1110c1,0.3303188676593684,0.32850879430770874
v37f1096c1,0.37351551762333624,0.3737349510192871
05v56f1558,,
05v56f1548,,
01v01f0010,0.7541011325433097,0.6900097727775574
06v80f2294,,
06v80f2300,,
02v18f0535,,
02v18f0537,,
02v18f0546,,
02v18f0538,,
03v37f1105,0.3801073096264368,0.3713032007217407
02v18f0545,,
03v37f1089,0.39777374267578125,0.3788297176361084
01v01f0011,0.46605076696879355,0.4209018349647522
v37f1081c1,0.3809989683089718,0.36719977855682373
04v47f1345,,
05v56f1543,,
v47f1345c1,,
v37f1084c1,0.3144958554668756,0.33677178621292114
02v18f0541,,
05v64f1783,,
03v39f1155,0.6046315181803663,0.4397730231285095
03v39f1154,0.5155770585343644,0.3825370669364929
02v15f0434,0.7214091038509026,0.680648148059845
v39f1154c1,0.525420836008847,0.4069838225841522
v39f1170c1,0.3799923983487216,0.35447263717651367
v39f1155c1,0.6091988610652683,0.44413822889328003
01v05f0144,0.8653948539794277,0.8376407623291016
v14f0402c1,0.30721916950924294,0.3154471516609192
01v05f0137,0.4461508558961911,0.41182631254196167
06v76f2168,,
v37f1091c2,0.32049059203089675,0.3358766734600067
05v64f1778,,
06v76f2167,,
01v08f0225,0.5411588614029369,0.47403767704963684
02v14f0391,0.6521530739477488,0.6053943634033203
03v39f1170,0.3663777303959125,0.3516678810119629
03v37f1091,0.39328063294127746,0.37518277764320374
05v64f1781,,
04v55f1515,,
01v08f0219,0.5884851048411073,0.5530644655227661
02v14f0395,0.20739586656807626,0.2005319446325302
01v05f0149,0.4990000928569044,0.419421523809433
02v22f0663,0.7943292215567868,0.7727605104446411
04v43f1233,,
02v14f0402,0.29024561564127604,0.30048173666000366
20v22f0676,1.038285349014464,1.1071398258209229
15f0450 c1,0.8007467089600824,0.7640344500541687
03v39f1148,0.39938770985189204,0.37655702233314514
02v15f0450,0.7912198437262105,0.756199836730957
01v03f0070,0.4652619891696506,0.44536513090133667
06v76f2161,,
v43f1221c1,,
04v43f1221,,
v37f1091c1,0.38016321140630877,0.3603777289390564
02v14f0413,0.7003698676693282,0.698120653629303
6v80f2285c,,
02v20f0619,0.4719180604487515,0.42309868335723877
01v11f0329,0.8337671201987122,0.8389509916305542
02v15f0437,0.761073020357376,0.6443061828613281
02v15f0454,0.6138379818925234,0.47859877347946167
02v15f0662,0.7686821204389451,0.7617530822753906
01v03f0077,0.5807882641989087,0.5495971441268921
v14f0411c1,0.2328437708378388,0.2302892655134201
02v14f0411,0.23129524440940366,0.20920945703983307
02v19f0591,,
02v15f0455,1.0234900410240315,1.1080577373504639
04v50f1405,,
05v60f1655,,
v50f1405c1,,
02v15f0427,0.509206982495745,0.3604131042957306
02v18f0536,,
06v80f2288,,
04v43f1224,,
05v60f1658,,
01v03f0084,0.6507170512414103,0.601295530796051
01v02f0044,0.38522306193120986,0.36161091923713684
06v80f2285,,
01v11f0325,0.5383640636097301,0.48343199491500854
06v76f2172,,
04v51f1435,,
04v51f1419,,
02v15f0451,0.73880615234375,0.6320664286613464
05v62f1733,,
02v14f0407,0.33132664666103956,0.3443046808242798
v08f0221c1,0.4974372264169419,0.4806903600692749
05v66f1853,,
01v08f0215,0.4757688314607828,0.45304954051971436
04v46f1320,,
04v50f1411,,
46f1320 c1,,
v50f1411c1,,
06v70f1972,,
01v10f0280,0.6771693075856855,0.6152806282043457
06v70f1955,,
01v10f0295,0.9955879134876672,0.9668627977371216
01v12f0345,1.112212159763129,1.0965306758880615
06v70f1980,,
01v08f0212,0.6465296889796401,0.615248441696167
03v28f0828,,
01v01f0018,1.2374769395231153,1.2929224967956543
01v10f0284,0.7720129592630806,0.7555500268936157
05v66f1852,,
51f1419 c1,,
01v08f0221,0.497980236119727,0.4569149613380432
v28f0828c1,,
v27f0819c2,,
04v50f1409,,
03v28f0852,,
05v65f1803,,
04v50f1413,,
03v27f0819,,
02v21f0624,,
v75f2133c2,,
v75f2128c1,,
03v27f0808,,
01v04f0105,0.44381110170548577,0.39297038316726685
01v06f0161,0.5044910628598849,0.4680776000022888
05v65f1828,,
03v28f0835,,
v50f1413c1,,
04v50f1404,,
03v28f0842,,
02v21f0635,0.2643185938589471,0.2535688877105713
v04f0105c1,0.4190830716354622,0.3858274221420288
02v21f0648,0.32645506120994516,0.3071526288986206
v28f0848c1,,
02v21f0645,,
b05v65f827,,
02v21f0634,0.32032435858008174,0.3113735616207123
v28f0835c1,,
06v75f2128,,
v28f0842c1,,
03v28f0848,,
v27f0819c1,,
04v50f1397,,
05v65f1819,,
02v21f0641,,
06v75f2133,,
v75f2133c1,,
06v75f2147,,
03v31f0918,0.5131458719209093,0.49220898747444153
