uid,grid_id
04v48f1370,18131
06v71f2000,22525
03v37f1103,34117
v37f1103c1,34117
03v38f1144,33330
02v26f0792,44024
03v38f1121,32514
v38f1121c1,32514
02v15f0457,46739
02v26f0788,44836
05v64f1793,8996
01v03f0092,45166
01V03F0069,45166
03F0069-C1,45166
v37f1111c1,34929
03v37f1111,34929
01v03f0081,44359
02v26f0793,44559
02v21f0649,39439
01v04f0102,47322
01v04f0104,47322
02v21f0636,38629
03v37f1106,33303
3v371106c1,33303
04v48f1369,17861
02v20f0609,44575
v38f1144c1,33059
02v15f0459,45923
01v01f0023,54111
v33f0980c1,28149
03v33f0980,28149
v33f0987c1,28149
03v33f0972,28149
03v33f0987,28149
02v17f0518,39145
v17f0518c1,39145
01v01f0030,55747
01v01f0027,55747
02v19f0577,37789
01v01f0028,55197
02v17f0513,41586
06v71f1994,23344
05v64f1797,9540
06v79f2270,29576
06v79f2268,29579
06v79f2256,29579
01v03f0066,43270
v50f1416c1,17844
04v50f1416,17844
03v33f0971,28420
v33f0985c1,28692
03v33f0985,28692
03v33f0979,28692
v33f0979c1,28692
03v33f0984,28692
05v64f1794,9808
03v29f0856,32729
02v25f0733,48911
02v25f0732,48911
