uid,grid_id
01v05f0133,47599
01v12f0353,56023
02V21F0644,38627
01V04F0118,45963
03V27F0798,28405
V27F0798C1,28405
01V04F0117,46512
06V72F2038,30955
V72F2038C1,30955
04V43F1237,13763
05V56F1545,4144
02V21F0631,40524
02V21F0629,40524
01V04F0121,47592
01v04f0120,47592
V43F1237C1,13764
04V43F1230,12687
V72F2040C2,32857
03V27F0809,30034
V27F0817C1,29762
03V27F0817,29762
02V21F0643,40528
02V21F0642,39980
01V04F0112,46236
04V43F1238,12950
06V72F2031,32313
05V56F1550,3601
02V21F0651,39171
V51F1426C1,17550
04V51F1426,17550
03v36f1064,33561
v36f1052c1,34376
03v36f1052,34376
v36f1061c1,33832
03v36f1050,33832
03v36f1061,33832
02v20f0594,45928
03v36f1070,33018
v36f1070c1,33018
06V69F1944,23928
69F1944 C1,23928
04V51F1417,16467
04V51F1436,16467
69F1938 C1,24469
06V69F1938,24469
03v36f1049,34377
1791164601,8998
v36f1053c1,33560
03v36f1053,33560
01V03F0074,44895
01V03F0096,44895
06V69F1941,23647
69F1941 C1,23647
V03F0073C1,45710
01V03F0073,45710
02v20f0598,45389
v36f1069c1,33558
03v36f1069,33558
1776125850,9265
V81F2316C1,26882
06V81F2316,26882
1786153648,8727
v64f1792 c,8727
05v64f1792,8727
06V69F1940,23923
04V51F1433,17283
01V03F0068,44632
01V03F0090,44358
01V03F0088,43817
01V03F0089,45440
05v56f1547,2781
02v26f0775,43744
04v44f1261,16212
v44f1261c1,16212
02v22f0680,44300
05v57f1584,2509
v30f0904c1,30569
03v30f0904,30569
02v16f0495,34238
03v30f0899,31930
04v55f1527,13778
04v46f1313,16493
v46f1313c1,16493
06v74f2104,27103
02v26f0769,43743
05v56f1559,4682
06v74f2089,29556
04v53f1475,12694
02v16f0492,34240
v16f0492c1,34240
02v26f0768,43474
06v74f2092,30091
01v09f0268,48702
06v74f2098,30626
06v74f2114,30626
v38f1142c1,33603
03v38f1142,33603
01v09f0248,49515
05v60f1679,7372
05v60f1678,7372
01v09f0239,48979
v09f0239c1,48979
04v46f1317,16488
04v46f1332,16488
v46f1317c1,16488
v46f1332c1,16488
02v14f0423,44041
v14f0423c1,44041
02v14f0401,44041
74f2108 c1,30082
05v60f1686,7639
05v60f1675,5475
04v46f1319,16215
04v46f1312,16216
05v60f1663,6825
02v14f0399,45395
02v14f0403,45395
02v14f0397,46476
01v09f0255,48978
02v14f0393,44312
02v14f0419,44312
v38f1127c1,33326
03v38f1127,33326
06v74f2096,30634
05v60f1684,7644
05v60f1668,7646
03v38f1136,33055
06v74f2118,31165
01v09f0242,49251
02v14f0422,45935
03v38f1117,33328
03v38f1138,33599
06v74f2106,29546
04v46f1330,16757
06v74f2101,30362
04v46f1333,16490
02v14f0421,43772
02v14f0414,44583
v44f1251c1,16484
04v44f1251,16484
02v17f0515,39416
02v19f0580,36699
19f0580 c1,36699
06v79f2246,29845
06v81f2325,26881
v81f2325c1,26881
06v79f2264,29846
v50f1401c1,18927
04v50f1401,18927
04v50f1403,18927
04v48f1367,18674
02v18f0544,37507
v18f0544c1,37507
v38f1141c1,33596
03v38f1141,33596
06v79f2269,29301
02v17f0533,41857
05v57f1580,1694
05v57f1593,610
05v60f1659,7107
05v68f1923,1167
01v08f0232,52765
02v26f0774,43749
v26f0774c1,43749
01V01F0007,55471
02v26f0765,42934
04v48f1361,17591
01v08f0227,54383
v81f2329c1,26612
06v81f2329,26612
06v79f2274,29847
02v26f0782,44823
02v18f0548,39681
03v31f0929,34098
05v61f1689,4659
02v18f0560,38596
v18f0560c1,38596
03v36f1060,32749
02v18f0539,39133
01v02f0063,56281
01v01f0020,54390
01v01f0031,54389
02v18f0555,39138
03v32f0962,35998
01v02f0039,56276
03v33f0989,28418
v33f0989c1,28418
05v63f1763,6551
03v33f0975,28148
03v33f0981,28148
v33f0981c1,28148
02v18f0534,38589
v18f0534c1,38589
06v78f2230,40946
06v78f2231,42569
03v36f1074,33562
05v63f1746,7633
02v18f0551,39140
05v61f1698,5738
03v29f0880,32731
03v29f0876,32731
v45f1275c1,15138
04v45f1275,15138
03v29f0877,33274
03v29f0874,33544
04v43f1243,13772
02v14f0400,45937
05v61f1709,6009
02v14f0412,45670
02v14f0406,45670
02v21f0628,38631
21f0628 c1,38631
06v73f2068,34206
04v45f1296,14325
v05f0127c1,48418
02v14f0418,44854
06v80f2313,37448
05v57f1579,1426
05v57f1582,1430
03v34f1017,34910
04v54f1507,22998
v54f1507c1,22998
v15f0458c1,46193
02v15f0430,46467
02v23f0688,46467
02v15f0456,46471
02v15f0452,46738
02v23f0701,45655
03v34f1008,35721
06v80f2282,37447
05v57f1588,342
05v57f1577,1965
03v34f0997,34093
04v54f1505,23001
v34f1009c1,35175
03v34f1009,35175
02v15f0435,45383
06v80f2309,38257
06v80f2307,38259
02v14f0396,44310
14f0416 c1,44311
02v14f0416,44311
02v14f0405,45127
v14f0405c1,45127
06v80f2284,38803
04v44f1254,15940
03v29f0866,32191
v31f0939c1,33830
03v31f0939,33830
03v31f0932,33014
v31f0932c1,33014
06v77f2213,37172
02v14f0404,44042
02v14f0392,44042
05v61f1702,6008
06v80f2311,38264
01v02f0064,55739
06v77f2205,36902
02v14f0417,45664
v29f0870c1,32463
03v29f0870,32463
04v44f1267,14856
04v44f1266,15125
v44f1266c1,15125
06v79f2275,28224
05v57f1574,1428
01V12F0340,54397
V12F0340C1,54397
02v14f0408,45665
02v14f0409,45665
03v34f0995,34633
V12F0349C1,53858
01v12f0349,53858
05v68f1925,2245
06v79f2265,29578
06v76f2169,36080
v76f2169c1,36080
v23f0698c1,45652
02v23f0698,45652
01v04f0122,47321
v43f1231c1,12957
04v43f1231,12957
04v54f1496,23273
06v76f2156,36889
04v49f1389,20835
v49f1389c1,20835
06v71f1993,22527
02v14f0394,45666
02v24f0714,37001
03v27f0800,29759
06v76f2153,37428
v76f2153c1,37428
02v24f0723,35372
01v04f0113,47864
06v79f2251,29037
04v50f1406,18921
02v21f0630,39986
06v71f2012,22253
01v01f0025,54387
03v33f0988,28150
01v02f0057,57633
03v33f0986,28691
05v62f1744,5728
03v33f0977,28963
02v17f0530,42126
05v62f1719,5999
05v62f1716,6542
02v17f0519,41310
02v17f0500,42124
02v15f0510,41853
02v17f0502,40775
04v48f1365,17589
v48f1365c1,17589
03v33f0983,28417
03v33f0982,28962
v33f0983c1,28962
01v02f0041,57090
06v79f2254,29031
02v17f0507,41317
06v79f2266,30390
05v62f1738,5727
05v62f1723,5457
05v62f1727,7083
05v62f1734,7086
06v79f2271,29305
04v48f1356,18130
01v03f0079,43542
v03f0079c1,43542
03v27f0804,30032
03v28f0831,28402
v28f0843c1,28402
03v28f0843,28402
03v28f0846,28402
01v03f0086,44627
02v17f0508,40232
v17f0508c1,40232
02v17f0505,40232
v68f1914 c,892
05v68f1914,892
02v14f0420,45120
b03v270820,30300
06v70f1978,37187
01v03f0071,45171
02v17f0503,40233
01v08f0236,52220
03v28f0838,28131
06v77f2196,36896
06v77f2193,37171
01v11f0319,57375
01v04f0103,46781
02v14f0514,41313
05v62f1721,5729
01v11f0299,57648
01v13f0389,53037
01v11f0308,58730
01v04f0108,47051
06v73f2052,33927
05v62f1718,6273
b0v73f2048,34202
04v43f1239,12683
02v17f0504,40502
05v60f1674,6833
01v13f0381,51959
05v60f1661,4660
06v72f2042,33128
02v21f0647,39441
