uid,lat,lon
B01V03F0094,22.4142632922596,71.6501061490794
B01V03F0065,22.514576065349058,71.51793481954444
B01V03F0072,22.444452510232686,71.55138927155565
B01V03F0080,22.452451230791933,71.55317481163009
B01V03F0087,22.496615461164936,71.51227263787429
B01V03F0082,22.413251165053467,71.58015946411233
B01V03F0091,22.475839869694564,71.54745400080112
B01V03F0092,22.442771758153654,71.56417195027517
B01V03F0081,22.393113805557952,71.51607584204791
B01V03F0066,22.40770864696728,71.50050069035647
B01V03F0083,22.499558760587924,71.5138900324519
B01V03F0074,22.5097447868113,71.52920818449826
B01V03F0069,22.442745116560285,71.59612608824065
B01V03F0096,22.42998267925639,71.46804223962914
B01V03F0073,22.5259412072032,71.60826640120294
B01V03F0068,22.494238590017922,71.57293921550081
B01V03F0090,22.50016572038056,71.62994917394248
B01V03F0088,22.422662614628457,71.52375207539836
B01V03F0089,22.448230831984198,71.57773715643333
B01V03F0079,22.42073874691926,71.53532185090813
B01V03F0086,22.50657665707652,71.56399469920599
B01V03F0071,22.509655987471476,71.56296173893898
B02V20F0619,22.705690910747325,71.43862115969705
B02V20F0599,22.753071191771426,71.54664336572458
B02V20F0608,22.66055264461906,71.4811087974687
B02V20F0607,22.681685207253548,71.43581145399287
B02V20F0600,22.660905589839956,71.5715667147557
B02V20F0621,22.66383109819692,71.44072526323527
B02V20F0620,22.59577527536214,71.5357957105481
B02V20F0605,22.702776884414003,71.46821510187362
B02V20F0611,22.687484195754198,71.54205688584892
B02V20F0606,22.6519509529358,71.5045297075082
B02V20F0616,22.65717675274269,71.45320040985835
B02V20F0610,22.652248210894143,71.4900335591157
B02V20F0596,22.73287351852917,71.47491898385701
B02V20F0618,22.698712519437834,71.5605496752827
B02V20F0609,22.68145573889161,71.42115174118729
B02V20F0593,22.682054188155767,71.52492491430455
B02V20F0594,22.66277447219962,71.41579471477002
B02V20F0598,22.597771839846896,71.51738935869909
B02V20F0612,22.676094927905375,71.56524064430789
B02V20F0614,22.624987565283224,71.48521652679662
B02V20F0615,22.694119206049535,71.46925736677073
B02V20F0602,22.657647667671593,71.43348492695293
B01V11F0329,22.532624779032922,71.84014150069626
B01V11F0325,22.509041116434265,71.72883904933565
B01V11F0300,22.532204354147574,71.87076022160164
B01V11F0321,22.499968544336767,71.73569945715546
B01V11F0318,22.46005208228369,71.89999537663029
B01V11F0314,22.455659705042596,71.74784687580338
B01V11F0326,22.435629957246586,71.80357115085657
B01V11F0310,22.464005302223512,71.8266832713822
B01V11F0323,22.501704703777992,71.78184445684528
B01V11F0309,22.414987207036553,71.87428152036458
B01V11F0301,22.440806399081946,71.81589214308312
B01V11F0306,22.471144488804864,71.82915951963075
B01V11F0327,22.462349225927646,71.70981953720755
B01V11F0332,22.46692634520254,71.82024530372277
B01V11F0304,22.44399276759751,71.82587511334616
B01V11F0307,22.43678803243452,71.8669445023469
B01V11F0302,22.509559325788583,71.80755522540163
B01V11F0305,22.420823536989335,71.81341114256142
B01V11F0319,22.404560322579023,71.76898866214705
B01V11F0299,22.416792610246983,71.81279498754499
B01V11F0308,22.435517782226192,71.74184102245822
B02V19F0591,22.735728895915692,71.30732304240135
B02V19F0590,22.65988662326758,71.43868521726002
B02V19F0587,22.698551716160864,71.32779538958093
B02V19F0592,22.700989721511068,71.33264536969989
B02V19F0571,22.6800030153573,71.28416897747292
B02V19F0589,22.652505722486953,71.3803190328572
B02V19F0588,22.708957798854016,71.37513347968674
B02V19F0582,22.6920075890131,71.32182897212057
B02V19F0564,22.65891520610732,71.37933912448614
B02V19F0568,22.648975637794955,71.34090299861316
B02V19F0566,22.699121386286123,71.34015700749205
B02V19F0583,22.68779932570526,71.37535862298998
B02V19F0572,22.63447571971638,71.41988903061134
B02V19F0585,22.672352043891824,71.26331068222234
B02V19F0576,22.648169715469322,71.39375105463637
B02V19F0570,22.72351811011539,71.44403371724289
B02V19F0577,22.629192186049305,71.33260172951023
B02V19F0584,22.71571129230497,71.30181159650301
B02V19F0580,22.65699066339509,71.34638239923524
B04V50F1405,22.1681059119996,71.0629765609001
B04V50F1411,22.233987882770553,71.17982781387127
B04V50F1409,22.11229588750122,71.13330883565338
B04V50F1413,22.1019973548588,71.09465611719075
B04V50F1404,22.225173126497655,71.1247414009247
B04V50F1397,22.196534436198732,71.19772190756302
B04V50F1398,22.144333517879517,71.18180594374776
B04V50F1408,22.124899499458248,71.08771282173996
B04V50F1415,22.157886980792917,71.15825957205364
B04V50F1400,22.107057167836068,71.13652360253141
B04V50F1414,22.15201364840788,71.14495632780809
B04V50F1412,22.1878981388652,71.09040702615486
B04V50F1399,22.115305841706792,71.10206681017009
B04V50F1416,22.20917127838013,71.15010157082777
B04V50F1402,22.181507145887103,71.04938493250856
B04V50F1401,22.125885543375713,71.13038706176012
B04V50F1406,22.13261458782568,71.09961402690367
B04V50F1403,22.104068074526996,71.1901081910516
B05V60F1655,22.84605250061788,70.7723934598956
B05V60F1658,22.88420852414209,70.67529063697806
B05V60F1664,22.87058206370261,70.71404635797744
B05V60F1666,22.881809221853377,70.6680128575466
B05V60F1672,22.86042444083383,70.70333982223353
B05V60F1680,22.928002930097175,70.69719979576695
B05V60F1662,22.85865933772252,70.71999840436537
B05V60F1685,22.792967419133358,70.76379992524946
B05V60F1676,22.880795439702222,70.70090191756208
B05V60F1679,22.854263398045802,70.70039285707527
B05V60F1686,22.84299951397805,70.73902331377349
B05V60F1675,22.87213705011903,70.72107715620578
B05V60F1663,22.91525225807266,70.70830196708896
B05V60F1684,22.86792032805908,70.69738139481798
B05V60F1668,22.80032536829061,70.68756301496313
B05V60F1678,22.813955443788686,70.70529399189975
B05V60F1659,22.88547923663649,70.72488267704057
B05V60F1674,22.845961691447418,70.6431579122119
B05V60F1665,22.874664810517835,70.73438473585578
B05V60F1661,22.7781459806997,70.69019538087618
B01V02F0044,22.521537426714513,71.87099113038751
B01V02F0061,22.497055552810213,71.79198116405531
B01V02F0062,22.51052539178693,71.78389570773084
B01V02F0040,22.483637116313748,71.72713378195994
B01V02F0063,22.50462549017656,71.76722496644072
B01V02F0039,22.51788028330362,71.78175035690599
B01V02F0064,22.5098993810156,71.77650739805107
B01V02F0057,22.516639626962686,71.81971046570317
B01V02F0041,22.519632850335466,71.81421339246047
B04V51F1435,22.219835011107115,71.03138398103276
B04V51F1419,22.310580545233258,71.06385670127776
B04V51F1425,22.226948692407422,71.03332779169403
B04V51F1432,22.26970827771721,71.14213831165671
B04V51F1417,22.196619221666534,71.08793654766278
B04V51F1434,22.28296988657106,71.07507969498396
B04V51F1436,22.201322984526666,71.1405749659023
B04V51F1433,22.273684803296796,71.04235643338855
B04V51F1426,22.237150529259395,71.11349228604809
B04V51F1423,22.30556545794884,71.1153963250922
B04V51F1431,22.2419912730523,71.0522745515377
B04V51F1427,22.232116303452454,71.04733153387751
B04V51F1421,22.229020280361986,71.08753497533442
B04V51F1422,22.214185295072156,71.12156112158232
B04V51F1430,22.225724071270157,71.0904780773808
B04V51F1429,22.30439933832163,71.01962571362738
B04V51F1424,22.225217137862877,71.0095074315767
B05V62F1733,22.90721309907193,70.69843132019649
B05V62F1728,22.875846519572356,70.63753881520056
B05V62F1713,22.895475689400442,70.70279101256064
B05V62F1739,22.848327455499533,70.7133000561028
B05V62F1725,22.92037932604238,70.71178353005226
B05V62F1732,22.919574804899426,70.7668922319314
B05V62F1729,22.915591548531733,70.64344969949202
B05V62F1745,22.944706128000973,70.67707246423294
B05V62F1715,22.885885043125956,70.73851913580681
B05V62F1744,22.968266882689537,70.69588448688852
B05V62F1719,22.983979675629328,70.72273707036011
B05V62F1716,22.996526865263153,70.66415173526657
B05V62F1738,22.866782733523994,70.73455056784763
B05V62F1723,22.95878358968239,70.70403242411811
B05V62F1727,22.89207474733947,70.63030763702066
B05V62F1734,22.8669076408005,70.76611270972727
B05V62F1721,22.959972494593572,70.72286975433886
B05V62F1718,22.91798889547657,70.71724987030025
B05V66F1853,22.930847071277654,70.69129238805375
B05V66F1852,22.912233724695607,70.78751379512347
B05V66F1829,22.95729648415156,70.80003134222076
B05V66F1835,22.93974230300635,70.76441307201706
B05V66F1845,22.86575823749548,70.7288563221786
B05V66F1844,22.91734757740856,70.7551380035718
B05V66F1839,22.840160742130266,70.73486431086447
B05V66F1851,22.914774083871286,70.74704336607782
B05V66F1849,22.939588796203243,70.64827978412988
B04V46F1320,22.09811739290649,71.1424261083943
B04V46F1323,22.168661459693443,71.14996429714219
B04V46F1311,22.145533018137368,71.08893119850825
B04V46F1327,22.205530369107226,71.17743934331075
B04V46F1324,22.15593688320039,71.07484738495148
B04V46F1314,22.09683865537409,71.16052293048331
B04V46F1310,22.166722026368337,71.09664731859911
B04V46F1316,22.152559563720192,71.18247593812475
B04V46F1328,22.224938002966432,71.09179910228144
B04V46F1322,22.17960113896807,71.11350370002307
B04V46F1313,22.220555859131185,71.12276867688341
B04V46F1317,22.219036838751155,71.10554098932862
B04V46F1332,22.22691102641013,71.10914640467838
B04V46F1319,22.165047616658555,71.13260726284342
B04V46F1312,22.12178805147699,71.06298632683793
B04V46F1330,22.18432886594026,71.09458004712
B04V46F1333,22.18961210490313,71.08163927213819
B06V70F1972,22.878469174772974,71.26707415779127
B06V70F1955,22.953777932640733,71.23620208304419
B06V70F1980,22.867762899162283,71.29064034708934
B06V70F1953,22.967096140329357,71.24812044278178
B06V70F1962,22.918744235400986,71.33861504889268
B06V70F1966,22.88418556865521,71.2347737103766
B06V70F1958,22.87300295741124,71.30013194081837
B06V70F1965,22.992810803381506,71.21641682164763
B06V70F1957,22.900364935998454,71.29347400744783
B06V70F1971,22.921609192453204,71.2912263977979
B06V70F1979,22.898347527796233,71.28731033784655
B06V70F1961,23.009379491215956,71.26641739013641
B06V70F1954,22.96668797998373,71.23423071214805
B06V70F1974,22.896555370630374,71.2185737530063
B06V70F1968,22.893825277202186,71.20063422275123
B06V70F1978,22.999866822147965,71.25511859024405
B01V10F0280,22.409297889187314,71.62499612718085
B01V10F0295,22.378374952848358,71.5655237926695
B01V10F0284,22.492066156281204,71.61694578998879
B01V10F0292,22.37626144184059,71.58191588570664
B01V10F0271,22.407638678228764,71.67152537088722
B01V10F0274,22.32675235819153,71.66717840267927
B01V10F0296,22.41169528177874,71.71619519063638
B01V10F0282,22.397620093482065,71.62296619158124
B01V10F0294,22.468831898731136,71.61524588586798
B01V10F0287,22.446301254078673,71.6334559208578
B01V12F0345,22.415149249316972,71.80175009426432
B01V12F0346,22.447843990862154,71.75846927315152
B01V12F0341,22.41118626495112,71.6972268805194
B01V12F0359,22.383613002984028,71.77260451913634
B01V12F0344,22.405885207166417,71.77865627728777
B01V12F0351,22.398724729797422,71.81029426066667
B01V12F0362,22.43000930141329,71.76036682907505
