id,mean,median
06v70f1953,0.04372221162420442,0.0439741313457489
02v20f0599,0.2626786786456441,0.2603703737258911
02v20f0608,0.1441053255336491,0.14321190118789673
03v37f1100,0.07701565237606273,0.05109228193759918
01v13f0384,0.16280980380076282,0.14708420634269714
03v37f1083,0.3305337281353706,0.3438466787338257
02v20f0607,0.24487109751428277,0.25343558192253113
05v62f1728,0.14223135312398275,0.1338934600353241
02v20f0600,0.11657716516862836,0.11444644629955292
v37f1104c1,0.3673243889441857,0.359997034072876
v37f1102c1,0.2418007610513152,0.2394583523273468
02v20f0621,0.029889730306772087,0.026027914136648178
02v22f0672,0.12459198236465455,0.12560616433620453
v37f1104c2,0.3583641815185547,0.3718375563621521
03v37f1090,0.2938395699301919,0.29917657375335693
03v37f1104,0.3480063045726103,0.36368098855018616
05v62f1713,0.055839368275233676,0.049779463559389114
02v20f0620,-0.11955957942538792,-0.1406940370798111
03v37f1098,0.24083232879638672,0.2540055215358734
04v46f1323,0.30304290999227496,0.321487158536911
v37f1109c1,0.05887032879723443,0.07616883516311646
v37f1088c2,0.09767055985939443,0.09443236142396927
04v49f1377,0.13728982333479256,0.1503254771232605
b04v461311,0.36446571350097656,0.364153653383255
03v37f1088,0.07083154569605282,0.08016877621412277
01v13f0390,0.13044251472719254,0.17647451162338257
05v62f1739,0.0739182126878504,0.08948636054992676
05v62f1725,0.1378656234184321,0.1365383267402649
03v37f1101,0.10794495771275485,0.0967618077993393
03v37f1109,0.023667409203269266,0.025817735120654106
v37f1101c1,0.12540350755055746,0.11885828524827957
03v37f1102,0.15820627691202643,0.20528551936149597
04v49f1390,0.3058649120908795,0.30400514602661133
02v20f0605,0.29632198936060855,0.3145010769367218
05v62f1732,0.16587526901908542,0.16421560943126678
v37f1088c1,0.08114300966262818,0.10482186079025269
06v70f1962,0.1904967120874708,0.18817155063152313
v49f1390c1,0.3128006160259247,0.30860763788223267
v46f1311c1,0.3754660432988947,0.39085572957992554
02v22f0666,-0.029307549490648156,-0.022018522024154663
06V77F2203,-0.07079608140591376,-0.05559615418314934
05V57F1571,0.20831111907958985,0.2009386122226715
5v57f1595c,0.12051173179380355,0.0477515272796154
V77F2195C1,0.17394804447255235,0.18045486509799957
04V54F1490,0.4512822741553897,0.4668061137199402
01V05F0145,0.2996484129220847,0.36218464374542236
05V57F1585,0.28984552001953123,0.2907693684101105
v35f1032c2,0.15727512764208246,0.15805386006832123
04V54F1508,0.1756564712524414,0.23196622729301453
01V05F0135,0.3329206705093384,0.35197627544403076
05V57F1597,0.26994555929432745,0.2777695953845978
06V77F2194,0.15074140983715392,0.15580140054225922
06V77F2202,0.25229819968894673,0.26356589794158936
04V54F1487,-0.07584583884791324,-0.11639761924743652
03v35f1024,0.10629468645368303,0.0951516330242157
01V05F0143,0.1892533389004794,0.21494773030281067
04V54F1502,0.38592031598091125,0.41254398226737976
V54F1487C1,-0.09814872060503278,-0.12342579662799835
06V77F2199,-0.02566009609178565,-0.016798805445432663
01V05F0140,0.29632379675424225,0.29756036400794983
06V77F2183,0.23219360982565054,0.24785451591014862
06V77F2200,0.0022368208836700955,-0.006559941451996565
03v35f1030,0.24026075641760666,0.24577082693576813
03v35f1037,0.13681546003458886,0.18234309554100037
V77F2199C1,-0.024278954674775463,-0.01426345482468605
06V77F2195,0.14711370285908887,0.13538339734077454
V54F1488C1,0.3518342306447584,0.4077981114387512
04V54F1488,0.35474983590548154,0.40588536858558655
02v22f0678,0.10954647299684124,0.11490818113088608
06V77F2204,0.12397741003881527,0.12286930531263351
03v35f1032,0.22073425130641205,0.2285366654396057
03v35f1036,0.1675578905188519,0.15848571062088013
v35f1032c1,0.2602577209472656,0.26765263080596924
v35f1024c1,0.15477094342631678,0.14914128184318542
v35f1037c1,0.010490907776740289,-0.022900763899087906
v22f0652c1,0.06578648090362549,0.06406021118164062
v35f1024c2,0.09605753010716932,0.08073119819164276
02v22f0683,0.14572706530171056,0.12956881523132324
V57F1595C1,0.12051173179380355,0.0477515272796154
03v35f1026,0.11256811242354543,0.12234123051166534
01V05F0126,0.11532624127113655,0.11463698744773865
03v35f1025,0.13730872721166654,0.15282411873340607
05V57F1587,0.31893198113692434,0.3392515480518341
02v22f0658,0.16451493956202226,0.17269234359264374
v35f1023c1,-0.09073198272521238,-0.10481569916009903
01V05F0124,0.2723030274914157,0.2842475175857544
02v22f0654,0.20277146579456978,0.21635569632053375
03v35f1033,0.1344042837092307,0.13932205736637115
04V54F1501,0.3305091523287589,0.34011051058769226
02v22f0652,0.03215746503127249,0.0120204146951437
02v35f1023,0.03438174933717962,-0.0036192843690514565
