id,area
v37f1105c1,5.547161368604424
03v37f1084,5.677076686116326
06v80f2304,3.1864976179550943
v47f1348c1,3.2942187467582738
03v37f1110,4.568553571874841
01v01f0001,3.098136409946346
v37f1110c2,0.6022021795087092
v80f2304c1,2.6169492982017895
03v37f1081,2.891889765746039
v37f1089c1,7.274388908053098
06v80f2291,4.560283634606499
06v80f2306,2.6249642448134036
06v80f2286,5.421451071631789
06v80f2298,9.71149428292831
80f2306 c1,2.191343036673791
06v80f2299,2.5079224622508516
05v56f1546,2.1330804774197034
04v47f1344,2.231103545373916
03v37f1096,3.4106262823818874
02v18f0547,4.485603084348706
v01f0010c1,0.7123250739813469
02v18f0556,5.718925451197025
04v47f1348,9.077575760691559
06v80f2295,8.298763541633889
01v01f0008,3.0290434642500723
03v37f1097,1.966833755008831
03v37f1095,5.132485218803456
v18f0546c1,2.789492706400628
v37f1095c1,1.359249385809281
04v47f1339,0.919419162201814
05v56f1565,3.3301498600608688
v37f1110c1,2.4217683804417085
v37f1096c1,2.109130195996206
05v56f1558,3.93223635475485
05v56f1548,2.738052898332192
01v01f0010,2.7795285618960706
06v80f2294,4.652908548973351
06v80f2300,3.0970800092507935
02v18f0535,9.233403144704198
02v18f0537,6.434455916143798
02v18f0546,5.742415865503344
02v18f0538,3.3822857630648424
03v37f1105,5.911388005160723
02v18f0545,5.7444504957473095
03v37f1089,10.938349275274168
01v01f0011,4.066588712515754
v37f1081c1,1.0883814170778634
04v47f1345,3.2540881911566153
05v56f1543,6.0300766246895625
v47f1345c1,0.28931177870425456
v37f1084c1,3.922391488837337
02v18f0541,4.686729614316082
05v64f1783,3.2931334392209948
03v39f1155,2.8083289585010696
03v39f1154,2.6772932948151635
02v15f0434,5.299188024102985
v39f1154c1,0.9876064503402953
v39f1170c1,0.7068314244181749
v39f1155c1,2.3662051565649747
01v05f0144,2.7127202088843796
v14f0402c1,3.764294226236088
01v05f0137,1.7983694733829185
06v76f2168,7.9790533275501305
v37f1091c2,5.170799578345747
05v64f1778,1.9995634988253528
06v76f2167,5.230830264773904
01v08f0225,5.704925483989902
02v14f0391,3.035504609140888
03v39f1170,2.5195002735424965
03v37f1091,21.578281648485824
05v64f1781,3.7147396580998135
04v55f1515,1.0641026573405532
01v08f0219,2.8886560877878633
02v14f0395,7.549572510244517
01v05f0149,7.296106579048895
02v22f0663,2.823307111858663
04v43f1233,1.5880442998000068
02v14f0402,6.57006944533273
20v22f0676,5.721228253439975
15f0450 c1,7.312284951917039
03v39f1148,1.3915641026366083
02v15f0450,10.052259598183348
01v03f0070,3.8587891707620043
06v76f2161,1.3184865472485603
v43f1221c1,1.2951516937147056
04v43f1221,3.026983198336338
v37f1091c1,6.2437073684871525
02v14f0413,1.7916280643405955
6v80f2285c,2.131751211047283
02v20f0619,4.748235123871342
01v11f0329,4.145675788891693
02v15f0437,4.150755558328919
02v15f0454,3.72603156545716
02v15f0662,5.175788914241587
01v03f0077,3.855101329536867
v14f0411c1,2.4321173597798285
02v14f0411,3.690508769203305
02v19f0591,2.8084306302979716
02v15f0455,3.065675993062927
04v50f1405,2.490517322318072
05v60f1655,2.7626791158716966
v50f1405c1,1.1376979167621784
02v15f0427,5.861300920437477
02v18f0536,9.032150387948448
06v80f2288,10.336620557002817
04v43f1224,0.39200572043400117
05v60f1658,3.071686774885554
01v03f0084,13.27396789235381
01v02f0044,3.410049411687696
06v80f2285,3.6317166392055515
01v11f0325,3.4942320160699016
06v76f2172,3.667924338324973
04v51f1435,4.14811153316373
04v51f1419,7.852098800544632
02v15f0451,4.702745584732909
05v62f1733,6.67827614990028
02v14f0407,2.7266988763851847
v08f0221c1,1.9148423459754251
05v66f1853,1.7038948750033691
01v08f0215,2.370523550656203
04v46f1320,3.2819043040665545
04v50f1411,2.3175864601792915
46f1320 c1,3.005505563359858
v50f1411c1,0.6094853801154467
06v70f1972,10.940084623977793
01v10f0280,14.28237184457845
06v70f1955,2.3776676084900985
01v10f0295,8.54089191395163
01v12f0345,3.438587228436131
06v70f1980,4.557318658102088
01v08f0212,3.224286773963873
03v28f0828,3.5990005792504016
01v01f0018,2.414700762969671
01v10f0284,11.175759289466237
05v66f1852,2.4355346574841272
51f1419 c1,4.01464770208705
01v08f0221,3.1605365562524996
v28f0828c1,1.7535556644263959
v27f0819c2,1.4007799243461345
04v50f1409,0.7309492514695415
03v28f0852,5.1456582148840875
05v65f1803,6.54014228981272
04v50f1413,7.218575217482793
03v27f0819,5.044401330971436
02v21f0624,2.954139258527093
v75f2133c2,2.0288622473977544
v75f2128c1,11.633224085421075
03v27f0808,1.648747243126355
01v04f0105,2.825706050808008
01v06f0161,1.478435249294423
05v65f1828,4.096654567189411
03v28f0835,5.278190217961139
v50f1413c1,3.3475802185266677
04v50f1404,1.0472129006618802
03v28f0842,3.0645538780406083
02v21f0635,5.021689830802332
v04f0105c1,1.277829640516606
02v21f0648,9.891077427520775
v28f0848c1,4.075223801282604
02v21f0645,4.159103461944079
b05v65f827,3.24308712499325
02v21f0634,3.403960539246329
v28f0835c1,1.4213380207408284
06v75f2128,14.361679461695422
v28f0842c1,2.642229728692857
03v28f0848,7.900948540056197
v27f0819c1,1.2476717893844114
04v50f1397,2.058831890794205
05v65f1819,5.103389570206542
02v21f0641,10.880983024918734
06v75f2133,7.669589294849036
v75f2133c1,1.8182924928639808
06v75f2147,8.81654098091774
03v31f0918,1.7785418415216645
04v53f1458,3.029274528207837
02v25f0730,2.171132813712136
v31f0934c1,6.321238067689179
02v25f0747,4.311832175106599
04v53f1473,2.386445744192086
v31f0917c1,3.1536462970278656
04v53f1461,1.3535995776129843
02v25f0757,5.236449330943078
05v64f1798,5.985187457931141
02v25f0746,7.533643538908086
v31f0909c1,3.687304033134319
01v03f0076,4.4384383192522705
03v31f0917,3.6683877834664913
03v31f0910,8.32523380486389
v31f0915c1,11.633278074212772
v31f0910c1,7.107256891928352
03v31f0924,1.0783025325900313
02v25f0743,3.299593772771801
01v03f0094,7.256146757497449
06v79f2276,1.5841988605072703
02v25f0761,4.00482838514368
03v31f0934,14.161680328218383
03v31f0915,18.046693442965413
01v03f0065,0.6837221399916342
01v03f0072,4.2406528459360615
03v31f0909,4.475641347954973
01v03f0080,2.0931932180165167
05v64f1785,2.1650522327082697
06v79f2253,0.9449978597000348
02v25f0741,2.1531881182509323
04v53f1468,2.0672851347856054
v13f0390c1,1.9862171156082788
06v70f1953,12.679191153937827
02v20f0599,4.243681876940541
02v20f0608,3.1792438426018546
03v37f1100,1.8241303387373573
01v13f0384,1.3689033983125996
03v37f1083,2.790300320321548
02v20f0607,5.582744832471383
05v62f1728,1.5140691134750965
02v20f0600,2.8017543105682767
v37f1104c1,2.4683551175157716
v37f1102c1,3.3950647230028284
02v20f0621,4.106001134016954
02v22f0672,0.9869407641888381
v37f1104c2,1.1885538862995375
03v37f1090,2.2802318134270165
03v37f1104,4.8204571528357425
05v62f1713,2.099217186473166
02v20f0620,1.728651113961577
03v37f1098,2.738249308391637
04v46f1323,1.663547943238437
v37f1109c1,0.8911042617047511
v37f1088c2,4.8820413015485
04v49f1377,3.602320796690879
b04v461311,1.453891676536091
03v37f1088,16.234751917306166
